Rt,Et,Ret,Qt
0,0.01448,0,0.324
0,0.00235,0,0.324
0,0,0,0.324
0,0.00006,0,0.324
0,0,0,0.324
0,0,0,0.324
0,0,0,0.324
0,0,0,0.324
0,0.00402,0,0.324
0.009,0.00464,0.00436,0.3225
0,0.00383,0,0.324
0,0.0094,0,0.324
0,0.01954,0,0.3255
0,0.04976,0,0.3233
0,0.05502,0,0.321
0,0.0831,0,0.3195
0,0.09165,0,0.318
0,0.06112,0,0.3158
0,0.04882,0,0.315
0,0.12811,0,0.3173
0,0.12761,0,0.3165
0,0.06123,0,0.3158
0,0.04665,0,0.3143
0,0.03436,0,0.318
0,0.0151,0,0.3165
0,0,0,0.3158
0,0,0,0.3135
0,0,0,0.312
0.001,0,0.001,0.312
0,0.00359,0,0.312
0,0.00024,0,0.3112
0,0,0,0.3075
0,0.00201,0,0.306
0,0.00024,0,0.306
0,0,0,0.3075
0,0,0,0.3082
0,0.03871,0,0.312
0,0.07431,0,0.3105
0,0.11507,0,0.312
0,0.1419,0,0.3068
0,0.14755,0,0.3075
0,0.17435,0,0.303
0,0.19387,0,0.3045
0,0.25994,0,0.3045
0,0.15423,0,0.3075
0,0.12066,0,0.306
0,0.13989,0,0.3052
0,0.08362,0,0.3052
0,0.03358,0,0.3022
0,0.00065,0,0.3
0,0,0,0.2974
0,0,0,0.289
0,0,0,0.289
0,0,0,0.289
0,0.00536,0,0.289
0,0.00524,0,0.2867
0,0,0,0.283
0,0,0,0.2875
0,0,0,0.2882
0,0.00182,0,0.289
0,0.0329,0,0.289
0,0.07276,0,0.2927
0,0.11641,0,0.2962
0,0.106,0,0.2928
0,0.12284,0,0.2955
0,0.17135,0,0.2912
0,0.23545,0,0.289
0,0.20615,0,0.2897
0,0.21173,0,0.2996
0,0.14297,0,0.2976
0,0.08834,0,0.289
0.019,0.06046,0,0.289
0,0.05474,0,0.289
0,0.04665,0,0.2845
0,0.04803,0,0.2905
0.01,0.0506,0,0.286
0,0.04851,0,0.2837
0,0.0328,0,0.283
0.001,0.0283,0,0.283
0.313,0.01853,0.29447,0.2792
0.221,0.00922,0.21178,0.2739
0,0.00991,0,0.2751
0,0.01403,0,0.2758
0,0.01156,0,0.278
0,0.01843,0,0.283
0,0.03037,0,0.283
0.01,0.04357,0,0.2808
0,0.03736,0,0.2785
0,0.03231,0,0.277
0.019,0.04965,0,0.277
0.05,0.04257,0.00743,0.277
0.084,0.04203,0.04197,0.2808
0.259,0.03487,0.22413,0.283
0.93,0.0154,0.9146,0.2882
1.452,0.00821,1.44379,0.289
0.316,0.00542,0.31058,0.2927
0.077,0.00676,0.07024,0.2969
0.005,0.00157,0.00343,0.2975
0.366,0.00109,0.36491,0.2994
0.499,0,0.499,0.2969
1.359,0,1.359,0.2995
1.009,0,1.009,0.318
0.958,0,0.958,0.336
2.192,0,2.192,0.3465
3.437,0.0005,3.4365,0.3689
1.233,0.00022,1.23278,0.3949
0.105,0.00022,0.10478,0.4073
0.196,0.00963,0.18637,0.4266
0.034,0.02601,0.00799,0.4582
0.015,0.045,0,0.5143
0.01,0.04361,0,0.556
0,0.0436,0,0.5861
0,0.06972,0,0.623
0,0.0875,0,0.646
0,0.05611,0,0.6596
0,0.10504,0,0.7582
0,0.13446,0,0.8545
0,0.07438,0,0.8566
0,0.0773,0,0.8108
0,0.06767,0,0.754
0.005,0.02828,0,0.7101
0,0.0131,0,0.6604
0,0,0,0.624
0.005,0,0.005,0.5916
0,0,0,0.5641
0.01,0,0.01,0.5349
0,0,0,0.5156
0,0,0,0.5032
0.001,0,0.001,0.4901
0,0,0,0.478
0,0,0,0.4684
0,0,0,0.4571
0,0.04488,0,0.4484
0,0.10092,0,0.4431
0,0.14781,0,0.4362
0,0.10592,0,0.4196
0,0.1041,0,0.4136
0,0.19889,0,0.4049
0,0.18493,0,0.3942
0,0.24529,0,0.3876
0,0.22911,0,0.3843
0,0.2327,0,0.3782
0,0.16656,0,0.3745
0.009,0.10877,0,0.3692
0,0.03087,0,0.3644
0,0.01844,0,0.3578
0,0.01511,0,0.3502
0,0.00797,0,0.3443
0,0.00741,0,0.342
0,0.00977,0,0.336
0,0.01115,0,0.33
0,0,0,0.33
0,0,0,0.33
0,0,0,0.327
0,0,0,0.327
0,0.00201,0,0.3262
0,0.03837,0,0.324
0,0.0908,0,0.3225
0,0.144,0,0.3188
0,0.19197,0,0.318
0,0.24739,0,0.3142
0,0.29525,0,0.3098
0,0.26114,0,0.306
0,0.21192,0,0.3037
0,0.16112,0,0.3
0,0.25577,0,0.3
0,0.16276,0,0.3
0,0.11151,0,0.3
0,0.04728,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0,0,0.3
0,0.00593,0,0.3
0,0.05016,0,0.2956
0,0.10723,0,0.295
0,0.15804,0,0.2962
0,0.20827,0,0.295
0,0.18341,0,0.295
0,0.22938,0,0.295
0,0.2661,0,0.2928
0,0.24317,0,0.289
0,0.21211,0,0.289
0,0.25552,0,0.289
0,0.1845,0,0.2875
0,0.10499,0,0.2875
0,0.03501,0,0.289
0,0,0,0.289
0,0,0,0.289
0,0,0,0.289
0,0,0,0.2852
0,0,0,0.2881
0,0,0,0.3354
0,0,0,0.37
0,0,0,0.3541
0,0,0,0.33
0,0,0,0.3105
0,0.00122,0,0.3007
0,0.01478,0,0.2981
0.01,0.05321,0,0.295
0,0.13904,0,0.2898
0,0.20082,0,0.2826
0,0.24738,0,0.2712
0,0.23967,0,0.266
0,0.24161,0,0.266
0,0.21132,0,0.2648
0,0.24205,0,0.2654
0,0.19504,0,0.2654
0,0.13487,0,0.266
0,0.07028,0,0.266
0,0.01128,0,0.2668
0,0,0,0.272
0,0,0,0.2712
0,0,0,0.266
0,0,0,0.266
0,0,0,0.266
0,0,0,0.266
0,0,0,0.266
0,0,0,0.266
0,0,0,0.2682
0,0,0,0.272
0,0.00554,0,0.272
0,0.01478,0,0.272
0,0.03369,0,0.2745
0,0.05404,0,0.2745
0,0.05121,0,0.272
0,0.12653,0,0.272
0,0.17101,0,0.2732
0,0.23762,0,0.272
0,0.25342,0,0.272
0,0.16338,0,0.272
0.426,0.02418,0.40182,0.272
0.001,0.04271,0,0.2726
0,0.0156,0,0.277
0,0.00583,0,0.277
0,0,0,0.277
0,0,0,0.277
0,0,0,0.2764
0,0,0,0.2751
1.235,0,1.235,0.28
1.245,0,1.245,0.2905
0.02,0,0.02,0.2897
0.01,0,0.01,0.2935
0.005,0,0.005,0.295
0.044,0,0.044,0.295
0.507,0.0039,0.5031,0.2981
0.032,0.01877,0.01323,0.3038
0,0.07345,0,0.3052
0.012,0.10247,0,0.309
0.005,0.14628,0,0.3105
0.005,0.13552,0,0.306
0,0.18854,0,0.3039
0.01,0.18747,0,0.2981
0,0.19697,0,0.309
0,0.22264,0,0.3069
0,0.16212,0,0.2969
0,0.0951,0,0.2969
0.002,0.1021,0,0.3001
0,0.03264,0,0.3218
0,0,0,0.3383
0,0,0,0.3232
0,0,0,0.3011
0,0,0,0.2868
0,0,0,0.2764
0,0,0,0.272
0,0,0,0.272
0.01,0,0.01,0.272
0,0,0,0.272
0,0,0,0.272
0.02,0.00311,0.01689,0.2751
0,0.03226,0,0.277
0,0.04535,0,0.2808
0,0.08187,0,0.2815
0,0.11075,0,0.2808
0,0.13272,0,0.2785
0,0.15021,0,0.277
0,0.21615,0,0.2758
0,0.1358,0,0.2764
0,0.07637,0,0.2745
0,0.02995,0,0.2751
0,0.02695,0,0.2778
0.014,0.01377,0.00023,0.2815
0,0.00725,0,0.2838
0.108,0.00146,0.10654,0.2934
0,0,0,0.3045
0.019,0,0.019,0.312
0.019,0,0.019,0.312
0,0,0,0.312
0.089,0,0.089,0.3128
2.783,0,2.783,0.3278
0.737,0,0.737,0.3293
0.052,0,0.052,0.3105
0.058,0,0.058,0.2989
0.014,0.00033,0.01367,0.295
0.104,0.00946,0.09454,0.295
0.01,0.03284,0,0.2956
0.499,0.07457,0.42443,0.303
0.04,0.14806,0,0.3038
0,0.20564,0,0.3097
0,0.22167,0,0.3248
0.01,0.24984,0,0.3368
0.011,0.25225,0,0.3405
0,0.23271,0,0.336
0,0.16807,0,0.3315
0,0.09917,0,0.324
0,0.04927,0,0.324
0,0.02854,0,0.324
0,0.00153,0,0.324
0,0,0,0.324
0,0,0,0.324
0,0,0,0.324
0,0,0,0.3278
0,0,0,0.3322
0,0,0,0.3405
0,0,0,0.348
0,0,0,0.3458
0,0,0,0.342
0.01,0.00134,0.00866,0.342
0.005,0.0224,0,0.342
0,0.07274,0,0.342
0,0.14731,0,0.3368
0,0.12569,0,0.3338
0.01,0.20327,0,0.3278
0,0.14357,0,0.3233
0,0.09292,0,0.3172
0,0.10106,0,0.3135
0,0.05473,0,0.312
0,0.03737,0,0.3128
0,0.0104,0,0.3195
0.184,0.01389,0.17011,0.3165
0,0,0,0.3218
0,0,0,0.3315
0,0,0,0.3203
0,0,0,0.3158
0,0,0,0.312
0,0,0,0.312
0,0,0,0.312
0,0,0,0.312
0,0,0,0.312
0,0,0,0.312
0,0,0,0.312
0,0.00082,0,0.312
0,0.0372,0,0.3112
0,0.07687,0,0.306
0,0.13802,0,0.306
0.001,0.19239,0,0.306
0,0.2026,0,0.3052
0,0.1593,0,0.3
0,0.15411,0,0.3
0.01,0.1227,0,0.2969
0,0.13768,0,0.295
0.01,0.05706,0,0.295
0,0.05044,0,0.295
0,0.0301,0,0.295
0,0.00398,0,0.295
0,0,0,0.2969
0,0,0,0.3
0,0,0,0.2994
0.005,0,0.005,0.2994
0.005,0,0.005,0.2987
0,0,0,0.2987
0,0,0,0.2975
0,0,0,0.3
0,0,0,0.3
0.005,0,0.005,0.3
0.005,0,0.005,0.3
0,0.01507,0,0.3
0,0.08277,0,0.2956
0.01,0.11489,0,0.2962
0,0.13661,0,0.2928
0,0.20303,0,0.289
0,0.1733,0,0.2837
0,0.13676,0,0.2822
0,0.24175,0,0.277
0,0.20539,0,0.2778
0,0.12253,0,0.2808
0,0.07372,0,0.2808
0,0.01398,0,0.283
0,0.00208,0,0.2808
0,0.00143,0,0.277
0.01,0.00042,0.00958,0.2778
0.01,0,0.01,0.283
0,0,0,0.283
0,0,0,0.283
0,0,0,0.2868
0,0,0,0.2942
0.03,0,0.03,0.2994
0.01,0,0.01,0.3008
0.002,0,0.002,0.306
0.016,0,0.016,0.3082
0.01,0.01001,0,0.312
0,0.02812,0,0.3135
1.03,0.02298,1.00702,0.312
1.971,0.01888,1.95212,0.3195
0.362,0.02979,0.33221,0.321
0.07,0.05421,0.01579,0.3263
0.005,0.08229,0,0.3248
0.005,0.13458,0,0.33
0,0.20577,0,0.333
0,0.14669,0,0.3248
0,0.11167,0,0.33
0,0.04689,0,0.327
0.026,0.01028,0.01572,0.3338
0.01,0,0.01,0.3413
0,0,0,0.342
0,0,0,0.342
0,0,0,0.3382
0.01,0,0.01,0.336
0,0,0,0.336
0.015,0,0.015,0.3338
0,0,0,0.3315
0,0,0,0.33
0,0,0,0.3315
0.01,0,0.01,0.33
0,0.02214,0,0.33
0,0.05,0,0.33
0,0.07742,0,0.3248
0,0.12632,0,0.324
0,0.17509,0,0.3203
0.17,0.14208,0.02792,0.3128
0.224,0.1834,0.0406,0.3105
0.173,0.1542,0.0188,0.3105
0.047,0.09485,0,0.3105
0.283,0.05957,0.22343,0.3112
0.081,0.09801,0,0.309
0,0.07865,0,0.3082
0,0.00775,0,0.312
0,0,0,0.312
0,0,0,0.312
0,0,0,0.3128
0.005,0,0.005,0.318
0.026,0,0.026,0.318
0.195,0,0.195,0.3188
0.168,0,0.168,0.3188
0.174,0,0.174,0.3202
1.767,0,1.767,0.3293
4.962,0,4.962,0.3696
2.454,0.00036,2.45364,0.379
2.593,0.00787,2.58513,0.3909
0.315,0.02739,0.28761,0.3928
0,0.12421,0,0.4119
0,0.15916,0,0.46
0,0.22028,0,0.4754
0,0.17984,0,0.4684
0.005,0.1563,0,0.5029
0.01,0.21922,0,0.5498
0,0.20549,0,0.5559
0,0.21797,0,0.5454
0,0.12722,0,0.5269
0,0.02804,0,0.5129
0.01,0.0075,0.0025,0.5191
0,0.00081,0,0.5384
0,0.00007,0,0.589
0,0,0,0.611
0,0,0,0.598
0.038,0,0.038,0.565
0.294,0,0.294,0.5339
0.147,0,0.147,0.5051
0.034,0,0.034,0.478
0,0,0,0.4574
0.138,0,0.138,0.4398
0.214,0.00089,0.21311,0.4226
0,0.03846,0,0.4088
0.01,0.05528,0,0.3934
0,0.136,0,0.3813
0,0.15703,0,0.3715
0,0.19605,0,0.3601
0,0.24145,0,0.3532
0.01,0.17087,0,0.3472
0,0.23799,0,0.342
0,0.20922,0,0.3398
0,0.17799,0,0.3323
0,0.09008,0,0.3292
0,0.03148,0,0.324
0,0.00232,0,0.324
0,0.00471,0,0.3188
0,0.00254,0,0.318
0.045,0.00109,0.04391,0.3128
1.133,0,1.133,0.312
0.076,0,0.076,0.312
0.005,0,0.005,0.312
0.005,0,0.005,0.312
0.043,0,0.043,0.312
0.111,0,0.111,0.312
0.007,0,0.007,0.312
0,0,0,0.3105
0.01,0.01843,0,0.3068
0,0.04869,0,0.3037
0,0.1348,0,0.3
0,0.17532,0,0.2969
0.01,0.23946,0,0.2942
0.01,0.28938,0,0.2882
0,0.22849,0,0.283
0,0.23389,0,0.2792
0,0.21127,0,0.277
0,0.12855,0,0.277
0,0.09673,0,0.277
0,0.03926,0,0.277
0,0.00668,0,0.277
0,0,0,0.277
0,0,0,0.277
0,0,0,0.277
0,0,0,0.277
0,0,0,0.277
0.005,0,0.005,0.277
0.005,0,0.005,0.277
0,0,0,0.277
0,0,0,0.277
0.033,0,0.033,0.277
0.1,0,0.1,0.277
0.039,0.01492,0.02408,0.277
0,0.07025,0,0.2739
0,0.1533,0,0.2698
0,0.18012,0,0.2675
0.138,0.15355,0,0.2654
0,0.18319,0,0.2635
0,0.20311,0,0.2558
0,0.15827,0,0.2538
0,0.16941,0,0.2519
0,0.10338,0,0.2492
0,0.09142,0,0.247
0,0.07281,0,0.2462
0,0.0188,0,0.2525
0,0,0,0.25
0,0,0,0.25
0,0,0,0.2538
0,0,0,0.2531
0,0,0,0.2538
0,0,0,0.2519
0,0,0,0.2519
0,0,0,0.2538
0,0,0,0.255
0,0,0,0.255
0.01,0,0.01,0.255
0,0.0152,0,0.255
0,0.05102,0,0.255
0,0.06539,0,0.255
0,0.10015,0,0.255
0,0.08554,0,0.2506
0,0.18049,0,0.25
0,0.16723,0,0.2448
0,0.24506,0,0.244
0,0.18616,0,0.244
0,0.14716,0,0.2448
0,0.0796,0,0.2448
0,0.03496,0,0.244
0,0,0,0.244
0,0,0,0.244
0,0,0,0.2492
0,0,0,0.2544
0,0,0,0.255
0,0,0,0.2519
0,0,0,0.25
0,0,0,0.25
0,0,0,0.2506
0,0,0,0.255
0,0,0,0.255
0,0,0,0.255
0.043,0.00447,0.03853,0.255
0.151,0.01952,0.13148,0.255
0.191,0.03528,0.15572,0.255
0.118,0.08376,0.03424,0.255
0.003,0.07322,0,0.255
0.01,0.08372,0,0.255
0,0.11701,0,0.2531
0,0.12642,0,0.2544
0.01,0.10911,0,0.255
0,0.06073,0,0.255
0,0.01556,0,0.2558
0,0.00939,0,0.2595
0,0.00069,0,0.2629
0,0,0,0.266
0,0,0,0.266
0,0,0,0.266
0,0,0,0.266
0.116,0,0.116,0.266
0.28,0,0.28,0.266
0.388,0,0.388,0.266
0.591,0,0.591,0.266
0.034,0,0.034,0.266
0.34,0.00106,0.33894,0.2682
0.18,0.00007,0.17993,0.272
0.046,0.00339,0.04261,0.272
0.099,0.00892,0.09008,0.2732
1.771,0.01031,1.76069,0.2809
2.711,0.01582,2.69518,0.2986
2.548,0.02009,2.52791,0.3143
1.159,0.03793,1.12107,0.3248
0.555,0.05114,0.50386,0.324
0.07,0.07161,0,0.3293
0.083,0.05142,0.03158,0.3549
0.261,0.02147,0.23953,0.3854
0.561,0.01406,0.54694,0.4112
0.153,0.02375,0.12925,0.4381
0.029,0.00298,0.02602,0.4666
0.031,0,0.031,0.4885
0.029,0,0.029,0.485
0.002,0.00065,0.00135,0.471
0,0,0,0.4606
0,0,0,0.4501
0,0,0,0.4423
0,0,0,0.4423
0.008,0,0.008,0.444
0,0,0,0.444
0,0,0,0.4466
0,0,0,0.451
0,0.00428,0,0.451
0,0.01881,0,0.4484
0,0.05189,0,0.4396
0,0.07032,0,0.4309
0.002,0.06815,0,0.4194
0.083,0.08169,0.00131,0.4064
0.312,0.07908,0.23292,0.3972
0.073,0.0635,0.0095,0.3876
0,0.09009,0,0.3868
0.222,0.10241,0.11959,0.3798
0.002,0.07105,0,0.3752
0,0.07856,0,0.373
0.016,0.01644,0,0.3708
0.008,0,0.008,0.367
0,0,0,0.3626
0,0,0,0.3562
0,0,0,0.3487
0,0,0,0.3443
0,0,0,0.3382
0.002,0,0.002,0.3345
0,0,0,0.336
0.01,0,0.01,0.336
0,0,0,0.3323
0.017,0,0.017,0.33
0.009,0.01943,0,0.3262
0.012,0.0719,0,0.3233
0,0.16531,0,0.318
0,0.22845,0,0.315
0,0.29404,0,0.3202
0,0.31428,0,0.3248
0,0.31789,0,0.33
0,0.30746,0,0.33
0,0.28027,0,0.33
0,0.23158,0,0.3262
0,0.16495,0,0.324
0,0.05819,0,0.324
0,0,0,0.3233
0,0,0,0.318
0,0,0,0.318
0,0,0,0.318
0,0,0,0.3142
0,0,0,0.312
0,0,0,0.312
0.008,0,0.008,0.312
0.008,0,0.008,0.3068
0.053,0,0.053,0.306
0.04,0,0.04,0.306
0.016,0,0.016,0.3037
0.002,0.00444,0,0.3
0.007,0.01511,0,0.3
0,0.03317,0,0.3
0.02,0.03005,0,0.2956
0.024,0.02709,0,0.295
0.082,0.03886,0.04314,0.2969
0,0.0471,0,0.3
0,0.05135,0,0.3
0.022,0.05373,0,0.3038
0,0.05851,0,0.306
0,0.03812,0,0.306
0.008,0.01428,0,0.3112
0,0.00341,0,0.312
0.122,0,0.122,0.3143
0.727,0,0.727,0.318
0.307,0,0.307,0.318
0.002,0,0.002,0.3218
0.486,0,0.486,0.324
0.841,0,0.841,0.324
0.707,0,0.707,0.3293
0.22,0,0.22,0.33
0.01,0,0.01,0.3308
0.001,0,0.001,0.336
0.001,0,0.001,0.336
0,0.01776,0,0.3383
0,0.06858,0,0.342
0,0.09346,0,0.342
0.008,0.12294,0,0.342
0,0.14105,0,0.3398
0,0.12303,0,0.336
0,0.22109,0,0.336
0.002,0.15103,0,0.3323
0,0.10998,0,0.33
0,0.07123,0,0.33
0.002,0.02489,0,0.3248
0.008,0.0122,0,0.324
0,0.00941,0,0.3233
0,0.00941,0,0.318
0,0.00733,0,0.318
0.072,0.0016,0.0704,0.3158
0,0,0,0.312
0,0,0,0.312
0,0,0,0.3082
0.016,0,0.016,0.306
0,0,0,0.306
0.008,0,0.008,0.3007
0,0,0,0.3
0,0,0,0.2994
0.006,0.0301,0,0.295
0,0.08945,0,0.295
0,0.15324,0,0.2928
0,0.20513,0,0.289
0,0.11652,0,0.2581
0,0.20786,0,0.2099
0,0.18253,0,0.2161
0,0.16606,0,0.223
0,0.08522,0,0.2302
0,0.13307,0,0.2514
0,0.05146,0,0.286
0.008,0.04627,0,0.2698
0,0,0,0.2497
0,0,0,0.233
0,0,0,0.2136
0,0,0,0.1971
0,0,0,0.1804
0,0,0,0.1786
0,0,0,0.183
0,0,0,0.1865
0,0,0,0.1901
0,0,0,0.1939
0,0,0,0.1976
0,0,0,0.202
0,0.0064,0,0.2072
0,0.01609,0,0.208
0.02,0.03155,0,0.208
0.006,0.03591,0,0.208
0.006,0.05525,0,0.2086
0.008,0.0786,0,0.2149
0.016,0.10018,0,0.223
0.02,0.13414,0,0.2302
0.04,0.13028,0,0.2594
2.781,0.02376,2.75724,0.295
0.368,0.099,0.269,0.2898
0,0.03551,0,0.2882
3.023,0,3.023,0.283
0.692,0,0.692,0.2852
0.008,0,0.008,0.2897
0.008,0,0.008,0.295
0.001,0,0.001,0.2994
0.033,0,0.033,0.3038
0.013,0,0.013,0.3082
0.011,0,0.011,0.3128
0.008,0,0.008,0.318
0,0,0,0.3158
0.023,0,0.023,0.3098
0.021,0,0.021,0.3022
0.007,0.01334,0,0.2949
0,0.03158,0,0.2867
0.016,0.05833,0,0.2801
0,0.09404,0,0.2682
1.342,0.10422,1.23778,0.2641
0.511,0.20224,0.30876,0.261
0,0.30702,0,0.2573
0.007,0.29849,0,0.255
0,0.2539,0,0.2519
0.001,0.22446,0,0.25
0,0.13865,0,0.2448
0,0.03017,0,0.244
0,0,0,0.2396
0,0,0,0.2384
0.576,0.00593,0.57007,0.234
0.25,0,0.25,0.2332
0.636,0,0.636,0.228
1.028,0,1.028,0.2261
1.331,0,1.331,0.2236
1.489,0,1.489,0.243
0.007,0,0.007,0.2544
0.162,0,0.162,0.2558
0.027,0,0.027,0.261
0.021,0,0.021,0.2641
0.001,0.0276,0,0.2668
0.007,0.05718,0,0.2751
0,0.1452,0,0.283
0.837,0.11126,0.72574,0.2927
0.558,0.03595,0.52205,0.3016
0.532,0.08802,0.44398,0.3105
0.138,0.15983,0,0.3202
0,0.28972,0,0.3285
0,0.21904,0,0.3383
0,0.12736,0,0.3472
0,0.10821,0,0.3502
0.115,0.0183,0.0967,0.354
0.03,0,0.03,0.354
0,0,0,0.354
0.022,0,0.022,0.354
0.014,0,0.014,0.354
0,0,0,0.354
0.007,0,0.007,0.354
0,0,0,0.3592
0.11,0,0.11,0.354
0.351,0,0.351,0.3472
2.435,0,2.435,0.3398
2.059,0,2.059,0.3323
2.079,0,2.079,0.3262
0.174,0.00978,0.16422,0.3188
0.067,0.08563,0,0.312
0,0.14964,0,0.3052
0,0.1523,0,0.3263
0.021,0.17794,0,0.3541
0.158,0.25722,0,0.3782
0.356,0.18417,0.17183,0.4162
0.178,0.18978,0,0.4865
0.015,0.15794,0,0.5598
0.857,0.06613,0.79087,0.6348
0.181,0.01977,0.16123,0.7161
0.716,0.00244,0.71356,0.79
0.005,0,0.005,0.781
0.007,0,0.007,0.746
0.025,0.00478,0.02022,0.714
0.341,0.00627,0.33473,0.6826
0.188,0,0.188,0.6516
0.007,0,0.007,0.6146
0,0,0,0.5844
0.018,0,0.018,0.5551
0,0,0,0.5266
0.014,0,0.014,0.4975
0,0,0,0.4641
0.008,0,0.008,0.4374
0.014,0.02339,0,0.4112
0,0.09894,0,0.3884
0.132,0.09422,0.03778,0.385
0.695,0.16798,0.52702,0.385
0.093,0.23382,0,0.385
0.813,0.26241,0.55059,0.385
1.634,0.0889,1.5451,0.385
0.581,0.1309,0.4501,0.3911
0.268,0.156,0.112,0.392
0.949,0.1156,0.8334,0.392
0.038,0.1028,0,0.392
0,0.0588,0,0.392
0,0,0,0.392
0,0,0,0.392
0,0,0,0.3976
0,0,0,0.4308
0,0,0,0.4694
0,0,0,0.5105
0,0,0,0.5508
0.004,0,0.004,0.5935
0.022,0,0.022,0.6364
0.015,0,0.015,0.6786
0.014,0,0.014,0.6779
0.008,0,0.008,0.6564
0,0.0231,0,0.6334
0.02,0.0963,0,0.6136
0,0.1782,0,0.5945
0.004,0.2427,0,0.5742
0,0.2498,0,0.5541
0,0.2065,0,0.534
0,0.162,0,0.5148
0,0.13473,0,0.4957
0,0.11276,0,0.478
0,0.12716,0,0.4598
0,0.06836,0,0.4398
0,0.017,0,0.4217
0,0.00507,0,0.411
0.04,0.00388,0.03612,0.411
1.183,0.003,1.18,0.411
0.231,0.0018,0.2292,0.411
0.526,0.0013,0.5247,0.411
0.017,0.0004,0.0166,0.411
0.021,0,0.021,0.411
0.018,0,0.018,0.411
0.3,0,0.3,0.411
0.049,0,0.049,0.411
0.033,0.0017,0.0313,0.4058
0.125,0,0.125,0.405
0.015,0.0104,0.0046,0.4088
0.001,0.0356,0,0.4058
0.015,0.0577,0,0.3989
0.009,0.1165,0,0.3942
0.007,0.1946,0,0.3876
0.055,0.1719,0,0.3813
0.571,0.1217,0.4493,0.3768
0.228,0.1384,0.0896,0.3708
0.659,0.1351,0.5239,0.3661
0.052,0.1177,0,0.3592
0.008,0.108,0,0.3472
0,0.0778,0,0.336
0,0.0051,0,0.3353
0,0,0,0.33
0,0,0,0.33
0.022,0,0.022,0.33
0,0,0,0.3248
0,0,0,0.324
0,0,0,0.324
0.036,0,0.036,0.3188
0.008,0,0.008,0.318
0,0,0,0.318
0.009,0,0.009,0.3142
0.008,0,0.008,0.312
0.012,0.0256,0,0.312
0.008,0.0689,0,0.3098
0,0.1584,0,0.306
0.031,0.1036,0,0.306
0,0.2289,0,0.3052
0,0.2819,0,0.3
0,0.2933,0,0.3
0,0.2917,0,0.3
0,0.2093,0,0.2956
0,0.12877,0,0.295
0,0.08948,0,0.295
0,0.03268,0,0.2912
0,0.02211,0,0.289
0,0.0235,0,0.289
0,0.0214,0,0.2867
0.314,0.02315,0.29085,0.2896
6.066,0.0014,6.0646,0.336
4.359,0,4.359,0.3912
0.676,0,0.676,0.4485
2.458,0.0009,2.4571,0.5084
0.908,0.0007,0.9073,0.5706
0.603,0.0003,0.6027,0.6364
0.009,0.0016,0.0074,0.7051
0.009,0.0086,0.0004,0.773
0.001,0.0249,0,1.0194
0,0.085,0,1.51
0.041,0.0659,0,2.0188
0.788,0.0554,0.7326,2.5161
0.155,0.1274,0.0276,3.0342
0.004,0.2213,0,3.5156
0,0.2132,0,3.4821
0,0.176,0,3.2305
0.03,0.1216,0,2.9862
1.165,0.0595,1.1055,2.7485
0.778,0.0166,0.7614,2.5091
4.373,0.0033,4.3697,2.281
0.392,0.0018,0.3902,2.0555
0.012,0.0034,0.0086,1.8332
0.001,0.006,0,1.6022
0.477,0.0104,0.4666,1.3568
0.079,0.0094,0.0696,1.1326
0.249,0.0136,0.2354,1.0162
1.092,0.0135,1.0785,2.8421
0.74,0.0123,0.7277,5.7625
1.008,0.0075,1.0005,7.9701
0.609,0.0032,0.6058,7.1288
0.059,0.0018,0.0572,6.0845
0.008,0,0.008,5.0751
0,0.0124,0,4.1101
0,0.0306,0,3.198
0,0.0827,0,2.8519
0,0.1285,0,3.0373
0,0.1026,0,3.2278
0.008,0.1305,0,3.4172
0.009,0.0914,0,3.5246
0.004,0.1605,0,3.0999
0,0.1348,0,2.6026
0.099,0.0449,0.0541,2.1285
0.283,0.0245,0.2585,1.6602
0.496,0.0041,0.4919,1.2309
0.187,0,0.187,1.173
0.422,0,0.422,1.173
0.626,0,0.626,1.1602
0.666,0,0.666,1.1322
0.475,0,0.475,1.1023
0.402,0,0.402,1.0721
0.194,0,0.194,1.0451
0.024,0,0.024,1.017
0,0.0009,0,0.9893
0,0,0,0.973
0.016,0.0067,0.0093,0.973
0,0,0,0.973
0.001,0.0056,0,0.973
0,0.0439,0,0.973
0.012,0.11,0,0.973
0.008,0.2067,0,0.9674
0,0.2321,0,0.964
0,0.2523,0,0.964
0,0.2508,0,0.964
0.004,0.2434,0,0.9572
0.024,0.1885,0,0.9322
0,0.1468,0,0.9064
0,0.0813,0,0.881
0,0.0317,0,0.8554
0,0.0074,0,0.8304
0,0,0,0.8054
0.008,0,0.008,0.781
0,0,0,0.757
0,0,0,0.733
0,0,0,0.709
0,0,0,0.6836
0,0,0,0.6604
0,0,0,0.642
0,0,0,0.6306
0,0,0,0.6184
0,0,0,0.609
0,0.0114,0,0.5972
0,0.0673,0,0.587
0,0.1424,0,0.577
0,0.1306,0,0.565
0.008,0.1394,0,0.555
0,0.1992,0,0.5454
0,0.2399,0,0.534
0,0.2633,0,0.524
0,0.2225,0,0.5138
0,0.133,0,0.5024
0,0.0807,0,0.4942
0,0.0214,0,0.4832
